Order ID,Order Date,Order_Month,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Discount_Percentage_onSales,Profit,Profit-Margin,Payment Mode
10576,7/27/2025,,Onkar Buch,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,2,"$20,211.00",15,"$34,358.70",0.04,"$4,217.07",12.27,Credit Card
10577,12/3/2023,,Rati Bawa,North,Chandigarh,Furniture,Table,Table Excepturi,2,"$69,027.00",5,"$131,151.30",0.00,"$8,562.53",6.53,Debit Card
10578,3/4/2025,,Shamik Tak,East,Ranchi,Books,Biography,Biography Laudantium,2,"$43,919.00",15,"$74,662.30",0.02,"$14,278.04",19.12,Debit Card
10579,2/24/2024,,Amira Kala,West,Pune,Toys,Action Figure,Action Figure Quidem,5,"$41,431.00",20,"$165,724.00",0.01,"$23,182.29",13.99,UPI
10580,1/12/2025,,Samiha Bhagat,North,Lucknow,Books,Textbook,Textbook Dolore,4,"$78,377.00",0,"$313,508.00",0.00,"$31,018.89",9.89,UPI
10581,6/26/2024,,Kiaan Khosla,West,Mumbai,Home Decor,Clock,Clock Modi,3,"$18,772.00",5,"$53,500.20",0.01,"$11,704.02",21.88,COD
10582,4/17/2024,,Charvi Raman,East,Patna,Home Decor,Cushion,Cushion Minus,5,"$68,153.00",0,"$340,765.00",0.00,"$26,430.68",7.76,Credit Card
10583,10/20/2023,,Pihu Gola,South,Hyderabad,Electronics,Mobile,Mobile Deleniti,5,"$71,988.00",20,"$287,952.00",0.01,"$45,956.11",15.96,Net Banking
10584,7/9/2024,,Neysa Saraf,East,Patna,Toys,Action Figure,Action Figure Totam,5,"$50,927.00",0,"$254,635.00",0.00,"$53,139.54",20.87,Credit Card
10585,4/18/2025,,Fateh Maharaj,North,Amritsar,Furniture,Cabinet,Cabinet Quos,2,"$6,450.00",15,"$10,965.00",0.14,"$1,855.69",16.92,Credit Card
10586,4/16/2025,,Manikya Chacko,North,Amritsar,Sports,Dumbbells,Dumbbells Accusamus,3,"$28,399.00",10,"$76,677.30",0.01,"$15,749.79",20.54,COD
10587,6/8/2024,,Azad Anne,South,Coimbatore,Books,Biography,Biography Consectetur,4,"$30,828.00",20,"$98,649.60",0.02,"$15,472.82",15.68,UPI
10588,6/17/2024,,Mishti Grover,North,Jaipur,Books,Textbook,Textbook Ut,2,"$50,829.00",5,"$96,575.10",0.01,"$6,508.16",6.74,COD
10589,12/23/2024,,Shaan Sharaf,South,Chennai,Electronics,Camera,Camera Et,5,"$74,570.00",10,"$335,565.00",0.00,"$56,792.28",16.92,UPI
10590,1/22/2024,,Amira Ganesh,East,Patna,Books,Comics,Comics Unde,1,"$54,162.00",15,"$46,037.70",0.03,"$7,591.80",16.49,UPI
10591,1/6/2024,,Pari Mane,South,Hyderabad,Clothing,Women's Wear,Women's Wear Enim,3,"$48,740.00",0,"$146,220.00",0.00,"$26,677.62",18.24,UPI
10592,2/18/2024,,Vardaniya Date,West,Goa,Clothing,Accessories,Accessories Animi,1,"$14,717.00",15,"$12,509.45",0.12,"$2,311.81",18.48,UPI
10593,5/28/2024,,Mamooty Kapur,North,Delhi,Electronics,Laptop,Laptop Voluptas,3,"$8,775.00",0,"$26,325.00",0.00,"$5,599.31",21.27,COD
10594,12/9/2024,,Ritvik Majumdar,South,Thiruvananthapuram,Toys,Doll,Doll Hic,4,"$6,022.00",5,"$22,883.60",0.02,"$5,031.02",21.99,Credit Card
10595,2/17/2025,,Raghav Rama,East,Guwahati,Home Decor,Wall Art,Wall Art Est,3,"$67,998.00",15,"$173,394.90",0.01,"$26,088.47",15.05,Net Banking
10596,10/26/2023,,Ishaan Banik,South,Bangalore,Books,Non-Fiction,Non-Fiction Vel,1,"$31,356.00",15,"$26,652.60",0.06,"$4,348.45",16.32,UPI
10597,12/29/2023,,Khushi Kale,North,Jaipur,Clothing,Men's Wear,Men's Wear Facere,4,"$24,884.00",5,"$94,559.20",0.01,"$8,199.84",8.67,Net Banking
10598,8/4/2025,,Anvi Tak,East,Guwahati,Furniture,Sofa,Sofa Quibusdam,5,"$10,789.00",5,"$51,247.75",0.01,"$9,805.98",19.13,Debit Card
10599,2/13/2024,,Aaina Raval,North,Jaipur,Home Decor,Lamp,Lamp Consequatur,2,"$53,243.00",5,"$101,161.70",0.00,"$8,121.41",8.03,Debit Card
10600,7/26/2025,,Ishita Choudhary,North,Jaipur,Kitchen,Cookware Set,Cookware Set Fugit,5,"$57,074.00",15,"$242,564.50",0.01,"$17,022.51",7.02,UPI
10601,9/25/2025,,Jayesh Bath,South,Bangalore,Books,Non-Fiction,Non-Fiction Recusandae,1,"$16,702.00",20,"$13,361.60",0.15,"$2,754.76",20.62,Debit Card
10602,1/5/2025,,Kanav Suresh,North,Amritsar,Furniture,Chair,Chair Assumenda,4,"$30,279.00",20,"$96,892.80",0.02,"$14,303.18",14.76,COD
10603,9/29/2025,,Anay Bhakta,North,Lucknow,Electronics,Camera,Camera Sit,5,"$18,169.00",5,"$86,302.75",0.01,"$16,364.98",18.96,Net Banking
10604,2/24/2025,,Azad Bhatti,South,Thiruvananthapuram,Sports,Tennis Racket,Tennis Racket Exercitationem,1,"$47,332.00",5,"$44,965.40",0.01,"$10,363.14",23.05,Credit Card
10605,4/20/2024,,Miraya Ravi,West,Ahmedabad,Books,Biography,Biography Optio,1,"$78,056.00",20,"$62,444.80",0.03,"$7,677.58",12.29,Credit Card
10606,3/29/2025,,Taran Bedi,West,Goa,Books,Non-Fiction,Non-Fiction Debitis,3,"$9,734.00",15,"$24,821.70",0.06,"$3,183.42",12.83,Credit Card
10607,12/22/2023,,Veer Sule,North,Delhi,Toys,Action Figure,Action Figure Corporis,5,"$23,521.00",0,"$117,605.00",0.00,"$22,118.89",18.81,Net Banking
10608,6/16/2024,,Ela Lanka,West,Pune,Clothing,Men's Wear,Men's Wear Harum,3,"$55,690.00",20,"$133,656.00",0.01,"$30,876.49",23.10,Debit Card
10609,7/16/2024,,Hansh Bobal,West,Goa,Electronics,Camera,Camera Voluptas,2,"$57,107.00",10,"$102,792.60",0.01,"$9,117.52",8.87,UPI
10610,8/10/2025,,Vaibhav Viswanathan,North,Delhi,Furniture,Cabinet,Cabinet In,5,"$47,580.00",10,"$214,110.00",0.00,"$52,461.29",24.50,UPI
10611,7/5/2024,,Sahil Chandran,South,Bangalore,Sports,Tennis Racket,Tennis Racket Quibusdam,4,"$24,758.00",10,"$89,128.80",0.01,"$17,633.75",19.78,Debit Card
10612,4/17/2024,,Fateh Iyengar,North,Amritsar,Groceries,Oil,Oil Natus,5,"$61,341.00",0,"$306,705.00",0.00,"$54,809.56",17.87,COD
10613,1/22/2024,,Riya Magar,East,Guwahati,Kitchen,Juicer,Juicer Minima,1,"$48,742.00",20,"$38,993.60",0.05,"$2,500.78",6.41,UPI
10614,2/17/2024,,Urvi Krishnan,North,Chandigarh,Kitchen,Refrigerator,Refrigerator Temporibus,1,"$70,950.00",15,"$60,307.50",0.02,"$3,766.90",6.25,Net Banking
10615,8/29/2025,,Madhup Subramaniam,South,Thiruvananthapuram,Kitchen,Mixer Grinder,Mixer Grinder In,2,"$20,177.00",0,"$40,354.00",0.00,"$7,568.53",18.76,COD
10616,3/5/2025,,Aaryahi Das,West,Goa,Toys,Puzzle,Puzzle Temporibus,2,"$43,083.00",10,"$77,549.40",0.01,"$9,064.67",11.69,Net Banking
10617,11/27/2024,,Manjari Gera,East,Ranchi,Beauty,Lipstick,Lipstick Ab,4,"$42,939.00",15,"$145,992.60",0.01,"$26,081.05",17.86,Credit Card
10618,3/9/2024,,Kismat Mand,West,Goa,Beauty,Face Cream,Face Cream Ipsam,5,"$4,438.00",15,"$18,861.50",0.08,"$3,782.64",20.05,Net Banking
10619,10/26/2024,,Divij Gulati,North,Delhi,Furniture,Bed,Bed Distinctio,1,"$9,310.00",5,"$8,844.50",0.06,$502.84,5.69,Credit Card
10620,7/14/2024,,Shlok Keer,East,Kolkata,Kitchen,Microwave,Microwave Nihil,2,"$59,992.00",20,"$95,987.20",0.02,"$23,975.87",24.98,UPI
10621,6/8/2024,,Alisha Rajagopalan,South,Thiruvananthapuram,Furniture,Bed,Bed Id,5,"$3,356.00",15,"$14,263.00",0.11,"$2,970.90",20.83,Net Banking
10622,8/3/2024,,Taran Iyengar,East,Guwahati,Clothing,Women's Wear,Women's Wear Ducimus,3,"$61,043.00",5,"$173,972.55",0.00,"$38,352.02",22.04,Net Banking
10623,3/10/2024,,Zaina Chanda,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Excepturi,2,"$52,113.00",5,"$99,014.70",0.01,"$8,488.74",8.57,Net Banking
10624,1/6/2024,,Aarna Khare,North,Jaipur,Groceries,Spices,Spices Dolor,1,"$39,768.00",0,"$39,768.00",0.00,"$5,767.62",14.50,Credit Card
10625,10/30/2024,,Abram Date,West,Goa,Electronics,Laptop,Laptop Reiciendis,5,"$71,640.00",0,"$358,200.00",0.00,"$58,879.57",16.44,Net Banking
10626,12/14/2023,,Jivika Magar,West,Goa,Beauty,Lipstick,Lipstick Modi,3,"$50,003.00",5,"$142,508.55",0.00,"$16,379.77",11.49,Debit Card
10627,11/4/2024,,Lakshit Wagle,South,Hyderabad,Furniture,Sofa,Sofa Dignissimos,5,"$55,331.00",10,"$248,989.50",0.00,"$16,310.20",6.55,Debit Card
10628,7/3/2024,,Sara Kannan,East,Guwahati,Electronics,Mobile,Mobile Exercitationem,3,"$64,330.00",20,"$154,392.00",0.01,"$12,756.40",8.26,Credit Card
10629,3/18/2024,,Indranil Kakar,North,Lucknow,Furniture,Bed,Bed Sapiente,1,"$2,233.00",15,"$1,898.05",0.79,$439.40,23.15,UPI
10630,6/19/2025,,Advik Subramaniam,South,Bangalore,Books,Comics,Comics Vitae,2,"$69,355.00",10,"$124,839.00",0.01,"$12,058.92",9.66,COD
10631,10/7/2024,,Madhav Jani,East,Patna,Beauty,Face Cream,Face Cream Magni,1,"$38,873.00",20,"$31,098.40",0.06,"$2,237.46",7.19,Credit Card
10632,10/18/2023,,Kartik Lall,West,Goa,Kitchen,Microwave,Microwave Consectetur,2,"$54,696.00",20,"$87,513.60",0.02,"$18,437.08",21.07,COD
10633,11/8/2023,,Vedika Atwal,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Labore,4,"$35,062.00",5,"$133,235.60",0.00,"$32,120.29",24.11,UPI
10634,3/27/2025,,Ahana  Sampath,West,Pune,Books,Textbook,Textbook Placeat,2,"$3,935.00",0,"$7,870.00",0.00,$844.48,10.73,Debit Card
10635,3/14/2024,,Nishith Kara,South,Thiruvananthapuram,Books,Non-Fiction,Non-Fiction Reprehenderit,5,"$57,996.00",0,"$289,980.00",0.00,"$60,817.43",20.97,COD
10636,5/8/2025,,Anya Sandhu,West,Mumbai,Toys,Puzzle,Puzzle Veritatis,1,"$74,462.00",20,"$59,569.60",0.03,"$4,505.47",7.56,Credit Card
10637,1/24/2024,,Kiara Keer,West,Surat,Clothing,Shoes,Shoes Voluptas,2,"$32,039.00",20,"$51,262.40",0.04,"$5,086.30",9.92,Credit Card
10638,8/25/2025,,Rhea Saxena,East,Ranchi,Clothing,Shoes,Shoes Voluptate,1,"$55,302.00",15,"$47,006.70",0.03,"$10,277.79",21.86,Debit Card
10639,10/20/2024,,Oorja Sandal,West,Ahmedabad,Groceries,Spices,Spices Quo,3,"$60,596.00",15,"$154,519.80",0.01,"$30,780.09",19.92,Credit Card
10640,2/28/2024,,Kanav Sanghvi,West,Surat,Toys,Puzzle,Puzzle Quo,3,"$63,987.00",15,"$163,166.85",0.01,"$34,853.88",21.36,Net Banking
10641,7/25/2025,,Elakshi Chatterjee,East,Kolkata,Books,Biography,Biography Veniam,2,"$2,216.00",0,"$4,432.00",0.00,"$1,076.22",24.28,Net Banking
10642,5/27/2024,,Hazel Varma,East,Guwahati,Kitchen,Juicer,Juicer Distinctio,1,"$62,090.00",5,"$58,985.50",0.01,"$7,879.20",13.36,UPI
10643,11/6/2023,,Abram Balasubramanian,North,Chandigarh,Toys,RC Car,RC Car Necessitatibus,1,"$6,142.00",10,"$5,527.80",0.18,$923.99,16.72,Credit Card
10644,5/7/2024,,Diya Sagar,North,Chandigarh,Clothing,Accessories,Accessories Sit,5,"$73,310.00",5,"$348,222.50",0.00,"$24,671.88",7.09,Credit Card
10645,9/3/2025,,Mamooty Zachariah,South,Thiruvananthapuram,Books,Comics,Comics Libero,1,"$29,735.00",10,"$26,761.50",0.04,"$4,030.70",15.06,Net Banking
10646,3/2/2025,,Tiya Warrior,South,Coimbatore,Clothing,Shoes,Shoes At,1,"$13,768.00",0,"$13,768.00",0.00,"$1,659.48",12.05,Debit Card
10647,12/3/2024,,Rhea Sabharwal,North,Jaipur,Toys,Action Figure,Action Figure Molestias,5,"$64,144.00",15,"$272,612.00",0.01,"$18,472.82",6.78,COD
10648,10/13/2023,,Lavanya Desai,North,Lucknow,Books,Fiction,Fiction Consequatur,5,"$23,990.00",15,"$101,957.50",0.01,"$5,116.45",5.02,Credit Card
10649,10/29/2024,,Ivan Shenoy,East,Patna,Groceries,Spices,Spices Ullam,4,"$23,799.00",20,"$76,156.80",0.03,"$9,593.12",12.60,UPI
10650,5/4/2024,,Kismat Bhatti,South,Hyderabad,Books,Comics,Comics Asperiores,3,"$45,036.00",20,"$108,086.40",0.02,"$23,167.57",21.43,Net Banking
10651,11/14/2024,,Anahi Sharaf,West,Goa,Groceries,Oil,Oil Beatae,2,"$15,732.00",10,"$28,317.60",0.04,"$6,101.14",21.55,UPI
10652,8/31/2024,,Vedika Johal,North,Delhi,Toys,Doll,Doll Quaerat,4,"$33,639.00",5,"$127,828.20",0.00,"$22,607.99",17.69,Credit Card
10653,10/17/2024,,Abram Baral,East,Kolkata,Kitchen,Refrigerator,Refrigerator Deleniti,1,"$40,338.00",10,"$36,304.20",0.03,"$5,994.44",16.51,Debit Card
10654,8/25/2024,,Jivika Sani,East,Patna,Sports,Dumbbells,Dumbbells Accusamus,2,"$8,873.00",5,"$16,858.70",0.03,"$2,506.08",14.87,COD
10655,6/15/2025,,Pihu Datta,East,Kolkata,Sports,Yoga Mat,Yoga Mat Cum,4,"$47,066.00",15,"$160,024.40",0.01,"$25,992.03",16.24,Net Banking
10656,7/3/2025,,Anika Thaker,North,Jaipur,Electronics,Camera,Camera Veritatis,5,"$60,803.00",20,"$243,212.00",0.01,"$48,161.52",19.80,Credit Card
10657,4/2/2025,,Sumer Lanka,North,Lucknow,Furniture,Bed,Bed Eveniet,5,"$15,239.00",15,"$64,765.75",0.02,"$6,005.61",9.27,UPI
10658,11/12/2024,,Nehmat Rattan,North,Lucknow,Electronics,Mobile,Mobile Adipisci,5,"$23,494.00",15,"$99,849.50",0.02,"$11,088.18",11.10,Net Banking
10659,8/11/2025,,Riaan Banik,East,Guwahati,Sports,Yoga Mat,Yoga Mat Officiis,4,"$54,966.00",20,"$175,891.20",0.01,"$34,105.84",19.39,UPI
10660,8/21/2024,,Fateh Sahota,North,Amritsar,Beauty,Foundation,Foundation Nostrum,4,"$53,502.00",10,"$192,607.20",0.01,"$44,323.62",23.01,UPI
10661,9/11/2024,,Saanvi Solanki,South,Thiruvananthapuram,Clothing,Accessories,Accessories Libero,2,"$50,880.00",15,"$86,496.00",0.02,"$11,193.80",12.94,UPI
10662,7/12/2024,,Bhavin Date,South,Chennai,Books,Fiction,Fiction Officiis,3,"$2,983.00",5,"$8,501.55",0.06,"$1,069.73",12.58,COD
10663,6/6/2025,,Ivana Goswami,West,Mumbai,Home Decor,Vase,Vase Perferendis,1,"$76,363.00",0,"$76,363.00",0.00,"$18,403.02",24.10,UPI
10664,6/10/2024,,Zain Mani,North,Jaipur,Clothing,Shoes,Shoes Doloremque,4,"$47,929.00",5,"$182,130.20",0.00,"$30,387.53",16.68,Net Banking
10665,1/3/2025,,Ahana  Chanda,East,Bhubaneswar,Electronics,Laptop,Laptop Quaerat,4,"$54,039.00",5,"$205,348.20",0.00,"$35,865.22",17.47,Debit Card
10666,1/13/2024,,Ojas Bhalla,North,Chandigarh,Books,Fiction,Fiction Blanditiis,3,"$10,688.00",10,"$28,857.60",0.03,"$4,466.64",15.48,UPI
10667,3/9/2024,,Riaan Char,East,Guwahati,Books,Non-Fiction,Non-Fiction Officiis,2,"$68,843.00",5,"$130,801.70",0.00,"$31,514.33",24.09,Net Banking
10668,3/10/2025,,Anaya Bhasin,East,Ranchi,Beauty,Foundation,Foundation Cumque,5,"$35,211.00",10,"$158,449.50",0.01,"$14,340.06",9.05,UPI
10669,3/8/2024,,Eshani Chana,North,Amritsar,Groceries,Rice,Rice Molestiae,4,"$62,276.00",5,"$236,648.80",0.00,"$13,046.37",5.51,Credit Card
10670,2/27/2025,,Aradhya Ganguly,North,Lucknow,Electronics,Camera,Camera Provident,3,"$27,587.00",5,"$78,622.95",0.01,"$19,128.29",24.33,Credit Card
10671,12/3/2023,,Lagan Ram,West,Pune,Sports,Dumbbells,Dumbbells Cupiditate,4,"$12,694.00",5,"$48,237.20",0.01,"$7,333.18",15.20,Debit Card
10672,2/22/2025,,Yuvaan Gokhale,East,Guwahati,Sports,Yoga Mat,Yoga Mat Hic,1,"$35,030.00",15,"$29,775.50",0.05,"$3,839.40",12.89,COD
10673,6/3/2024,,Indrans Venkatesh,East,Patna,Books,Comics,Comics Ea,5,"$27,224.00",20,"$108,896.00",0.02,"$11,664.45",10.71,Debit Card
10674,7/17/2024,,Nakul Bahri,South,Coimbatore,Toys,Board Game,Board Game Veritatis,3,"$46,101.00",5,"$131,387.85",0.00,"$30,694.75",23.36,UPI
10675,1/30/2025,,Dharmajan Comar,East,Patna,Furniture,Chair,Chair At,5,"$70,838.00",20,"$283,352.00",0.01,"$59,929.82",21.15,UPI
10676,8/25/2025,,Reyansh Shenoy,South,Thiruvananthapuram,Furniture,Table,Table Repudiandae,2,"$74,289.00",5,"$141,149.10",0.00,"$10,114.55",7.17,COD
10677,1/18/2024,,Yasmin Johal,West,Ahmedabad,Books,Biography,Biography Quaerat,1,"$43,058.00",10,"$38,752.20",0.03,"$3,808.71",9.83,Credit Card
10678,6/20/2024,,Keya Kalla,North,Lucknow,Groceries,Spices,Spices Inventore,3,"$58,209.00",0,"$174,627.00",0.00,"$29,134.83",16.68,Debit Card
10679,9/11/2025,,Divij Chada,East,Patna,Beauty,Shampoo,Shampoo Animi,3,"$21,822.00",5,"$62,192.70",0.01,"$4,352.36",7.00,Credit Card
10680,5/16/2025,,Kanav Gaba,North,Lucknow,Furniture,Chair,Chair Unde,2,"$76,866.00",10,"$138,358.80",0.01,"$30,204.00",21.83,Debit Card
10681,7/11/2025,,Riaan Korpal,North,Jaipur,Books,Comics,Comics Eveniet,2,"$61,896.00",10,"$111,412.80",0.01,"$22,664.98",20.34,Net Banking
10682,1/10/2025,,Ryan Ben,South,Chennai,Furniture,Chair,Chair Optio,1,"$34,958.00",15,"$29,714.30",0.05,"$5,847.67",19.68,Credit Card
10683,4/20/2024,,Tara Walia,East,Kolkata,Electronics,Smartwatch,Smartwatch Culpa,2,"$66,419.00",5,"$126,196.10",0.00,"$26,301.68",20.84,Net Banking
10684,6/22/2024,,Rohan Sachar,East,Bhubaneswar,Clothing,Women's Wear,Women's Wear Corporis,3,"$12,189.00",20,"$29,253.60",0.07,"$3,541.45",12.11,Credit Card
10685,12/4/2023,,Dhruv Sule,West,Mumbai,Sports,Football,Football Repellat,2,"$16,471.00",5,"$31,294.90",0.02,"$3,532.93",11.29,Credit Card
10686,2/8/2025,,Piya Ranganathan,North,Lucknow,Beauty,Shampoo,Shampoo Voluptate,5,"$63,227.00",20,"$252,908.00",0.01,"$19,686.13",7.78,Net Banking
10687,2/28/2025,,Saanvi Chaudhari,South,Chennai,Toys,RC Car,RC Car Exercitationem,5,"$30,855.00",0,"$154,275.00",0.00,"$38,388.10",24.88,COD
10688,9/9/2024,,Kiaan Desai,North,Jaipur,Clothing,Women's Wear,Women's Wear Eos,4,"$56,628.00",5,"$215,186.40",0.00,"$40,621.43",18.88,Credit Card
10689,2/23/2024,,Krish Subramanian,East,Guwahati,Sports,Football,Football Alias,3,"$62,910.00",10,"$169,857.00",0.01,"$12,285.11",7.23,COD
10690,9/21/2024,,Kanav Anne,South,Thiruvananthapuram,Kitchen,Microwave,Microwave Eum,5,"$32,237.00",10,"$145,066.50",0.01,"$34,640.69",23.88,Credit Card
10691,9/29/2025,,Indranil Ramachandran,East,Guwahati,Furniture,Bed,Bed Doloremque,2,"$5,427.00",5,"$10,311.30",0.05,"$1,231.23",11.94,Debit Card
10692,5/29/2025,,Advik Behl,South,Chennai,Clothing,Men's Wear,Men's Wear Consequatur,2,"$31,734.00",0,"$63,468.00",0.00,"$4,890.14",7.70,Debit Card
10693,9/6/2024,,Umang Shanker,North,Lucknow,Toys,Puzzle,Puzzle Dignissimos,5,"$45,728.00",10,"$205,776.00",0.00,"$38,038.66",18.49,Credit Card
10694,5/25/2024,,Devansh Ram,South,Hyderabad,Kitchen,Juicer,Juicer Fugit,5,"$22,831.00",20,"$91,324.00",0.02,"$9,776.22",10.70,Net Banking
10695,4/13/2025,,Devansh Rao,North,Delhi,Kitchen,Cookware Set,Cookware Set Ab,2,"$64,629.00",20,"$103,406.40",0.02,"$7,841.37",7.58,Debit Card
10696,11/30/2023,,Samarth Toor,North,Amritsar,Books,Non-Fiction,Non-Fiction Ut,2,"$71,911.00",5,"$136,630.90",0.00,"$26,339.48",19.28,Debit Card
10697,7/9/2024,,Saira Bumb,East,Kolkata,Groceries,Wheat,Wheat Maiores,1,"$64,669.00",0,"$64,669.00",0.00,"$5,061.88",7.83,Net Banking
10698,7/28/2024,,Dhanush Bora,East,Guwahati,Books,Non-Fiction,Non-Fiction Quos,4,"$60,046.00",10,"$216,165.60",0.00,"$27,200.45",12.58,COD
10699,1/12/2025,,Mannat Wagle,East,Guwahati,Furniture,Cabinet,Cabinet Suscipit,5,"$13,334.00",0,"$66,670.00",0.00,"$3,371.66",5.06,COD
10700,12/15/2024,,Devansh Swaminathan,East,Kolkata,Books,Fiction,Fiction Ad,1,"$22,975.00",0,"$22,975.00",0.00,"$3,383.11",14.73,UPI
10701,4/17/2025,,Diya Gaba,East,Guwahati,Home Decor,Cushion,Cushion Minima,3,"$63,216.00",5,"$180,165.60",0.00,"$33,139.42",18.39,Credit Card
10702,3/24/2025,,Indrans Sharma,West,Ahmedabad,Books,Biography,Biography Praesentium,5,"$4,261.00",10,"$19,174.50",0.05,"$1,273.76",6.64,UPI
10703,5/31/2025,,Saksham Rau,West,Ahmedabad,Books,Biography,Biography Voluptates,2,"$56,170.00",0,"$112,340.00",0.00,"$18,601.12",16.56,COD
10704,12/1/2024,,Mehul Kuruvilla,West,Ahmedabad,Kitchen,Mixer Grinder,Mixer Grinder Eos,3,"$45,035.00",15,"$114,839.25",0.01,"$12,451.44",10.84,UPI
10705,5/28/2025,,Anika Bhattacharyya,North,Lucknow,Home Decor,Wall Art,Wall Art Saepe,3,"$7,724.00",10,"$20,854.80",0.05,"$3,448.12",16.53,Net Banking
10706,12/16/2023,,Kavya Rau,East,Ranchi,Books,Fiction,Fiction Consectetur,5,"$58,809.00",20,"$235,236.00",0.01,"$53,954.65",22.94,Net Banking
10707,7/30/2025,,Shlok Deep,West,Goa,Toys,Action Figure,Action Figure Nobis,1,"$1,182.00",10,"$1,063.80",0.94,$124.23,11.68,Net Banking
10708,3/31/2025,,Seher Maharaj,West,Goa,Furniture,Chair,Chair Numquam,5,"$78,096.00",5,"$370,956.00",0.00,"$80,162.41",21.61,Net Banking
10709,11/28/2023,,Kanav Tak,South,Chennai,Groceries,Sugar,Sugar Reiciendis,1,"$19,369.00",0,"$19,369.00",0.00,"$1,170.51",6.04,UPI
10710,9/22/2024,,Ayesha Sampath,East,Ranchi,Kitchen,Refrigerator,Refrigerator Voluptatibus,3,"$10,570.00",10,"$28,539.00",0.04,"$2,622.42",9.19,Net Banking
10711,3/10/2025,,Vanya Sachdeva,North,Lucknow,Sports,Tennis Racket,Tennis Racket Quae,3,"$19,794.00",10,"$53,443.80",0.02,"$8,011.06",14.99,UPI
10712,11/9/2023,,Misha Dar,West,Pune,Sports,Football,Football Eaque,3,"$45,473.00",5,"$129,598.05",0.00,"$24,022.94",18.54,Credit Card
10713,11/11/2023,,Vivaan Suresh,North,Chandigarh,Beauty,Face Cream,Face Cream Sint,5,"$19,763.00",10,"$88,933.50",0.01,"$9,232.05",10.38,Net Banking
10714,2/25/2024,,Ayesha Ray,East,Bhubaneswar,Kitchen,Refrigerator,Refrigerator Maiores,5,"$66,615.00",20,"$266,460.00",0.01,"$22,429.77",8.42,COD
10715,3/7/2024,,Vritika Sachar,North,Amritsar,Beauty,Lipstick,Lipstick Tempora,1,"$23,198.00",20,"$18,558.40",0.11,"$2,110.66",11.37,Debit Card
10716,6/15/2025,,Hunar Toor,East,Kolkata,Kitchen,Microwave,Microwave Incidunt,4,"$28,275.00",15,"$96,135.00",0.02,"$5,210.63",5.42,UPI
10717,4/26/2024,,Dhruv Shroff,South,Thiruvananthapuram,Sports,Tennis Racket,Tennis Racket Nihil,3,"$47,650.00",20,"$114,360.00",0.02,"$8,034.97",7.03,Debit Card
10718,9/12/2024,,Krish Maharaj,East,Kolkata,Furniture,Table,Table Nulla,1,"$21,886.00",5,"$20,791.70",0.02,"$5,177.42",24.90,UPI
10719,2/11/2024,,Sahil Bakshi,South,Chennai,Kitchen,Mixer Grinder,Mixer Grinder Nulla,2,"$77,543.00",0,"$155,086.00",0.00,"$30,092.08",19.40,UPI
10720,11/18/2023,,Kaira Rana,South,Coimbatore,Clothing,Shoes,Shoes Eligendi,2,"$1,165.00",20,"$1,864.00",1.07,$182.05,9.77,Debit Card
10721,5/9/2025,,Tiya Raja,East,Ranchi,Kitchen,Microwave,Microwave In,2,"$9,308.00",5,"$17,685.20",0.03,"$4,267.22",24.13,UPI
10722,8/5/2024,,Parinaaz Gola,South,Thiruvananthapuram,Clothing,Women's Wear,Women's Wear Ad,2,"$26,026.00",5,"$49,449.40",0.01,"$8,415.25",17.02,COD
10723,1/31/2024,,Diya Borah,North,Jaipur,Furniture,Bed,Bed Dolor,5,"$48,983.00",5,"$232,669.25",0.00,"$52,172.98",22.42,Debit Card
10724,10/9/2023,,Kabir Malhotra,West,Goa,Kitchen,Microwave,Microwave Sapiente,2,"$79,005.00",10,"$142,209.00",0.01,"$14,090.31",9.91,UPI
10725,9/24/2025,,Akarsh Sule,South,Coimbatore,Sports,Football,Football Nemo,3,"$16,462.00",20,"$39,508.80",0.05,"$5,277.87",13.36,Debit Card
10726,2/2/2025,,Sana Gole,East,Kolkata,Home Decor,Lamp,Lamp Maxime,2,"$69,920.00",15,"$118,864.00",0.01,"$7,041.44",5.92,Net Banking
10727,6/8/2024,,Seher Chana,North,Lucknow,Electronics,Camera,Camera Vitae,1,"$46,696.00",20,"$37,356.80",0.05,"$9,098.45",24.36,UPI
10728,11/27/2024,,Nirvaan Dhillon,North,Chandigarh,Beauty,Shampoo,Shampoo Blanditiis,1,"$35,624.00",5,"$33,842.80",0.01,"$2,891.98",8.55,Net Banking
10729,9/19/2025,,Aaina Bhargava,East,Kolkata,Furniture,Chair,Chair Nesciunt,2,"$13,901.00",5,"$26,411.90",0.02,"$3,768.47",14.27,Debit Card
10730,12/9/2024,,Jiya Dhar,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Asperiores,2,"$49,460.00",15,"$84,082.00",0.02,"$13,906.55",16.54,UPI
10731,5/17/2025,,Aradhya Buch,North,Delhi,Beauty,Shampoo,Shampoo Distinctio,3,"$22,818.00",15,"$58,185.90",0.03,"$9,037.45",15.53,UPI
